name,destination,rate
Ivory Coast,2252,0.1756
Ivory Coast,2253,0.2328
Ivory Coast,2255,0.2328
Ivory Coast,2257,0.2328
Ivory Coast - Mobile/Special Services,2250,0.2328
Ivory Coast - Mobile/Special Services,2258,0.2328
Ivory Coast - Mobile/Special Services,2259,0.2328
Jamaica,1876,0.1059
Jamaica,1876550,0.2606
Jamaica,1876551,0.2606
Jamaica,1876552,0.2606
Jamaica,1876553,0.2606
Jamaica,1876554,0.2606
Jamaica,1876555,1.0401
Jamaica,1876565,0.2606
Jamaica,1876566,0.2606
Jamaica,1876567,0.2606
Jamaica,1876568,0.2606
Jamaica,1876569,0.2606
Jamaica,187657,0.2601
Jamaica,187658,0.2606
Jamaica,1876618,0.2606
Jamaica,1876619,0.2606
Jamaica,1876976,0.2606
Jamaica,1876980,0.2601
Jamaica - Mobile/Special Services,18762,0.2929
Jamaica - Mobile/Special Services,1876210,0.2633
Jamaica - Mobile/Special Services,18763,0.2606
Jamaica - Mobile/Special Services,187631,0.2633
Jamaica - Mobile/Special Services,187632,0.2633
Jamaica - Mobile/Special Services,187633,0.2633
Jamaica - Mobile/Special Services,187634,0.2633
Jamaica - Mobile/Special Services,187635,0.2601
Jamaica - Mobile/Special Services,187636,0.2601
Jamaica - Mobile/Special Services,187637,0.2601
Jamaica - Mobile/Special Services,187638,0.2601
Jamaica - Mobile/Special Services,187639,0.2601
Jamaica - Mobile/Special Services,18764,0.2606
Jamaica - Mobile/Special Services,1876401,0.2601
Jamaica - Mobile/Special Services,1876402,0.2601
Jamaica - Mobile/Special Services,1876403,0.2601
Jamaica - Mobile/Special Services,1876404,0.2601
Jamaica - Mobile/Special Services,1876405,0.2601
Jamaica - Mobile/Special Services,1876406,0.2601
Jamaica - Mobile/Special Services,1876407,0.2601
Jamaica - Mobile/Special Services,1876408,0.2601
Jamaica - Mobile/Special Services,1876409,0.2601
Jamaica - Mobile/Special Services,1876410,0.2601
Jamaica - Mobile/Special Services,1876412,0.2601
Jamaica - Mobile/Special Services,1876413,0.2601
Jamaica - Mobile/Special Services,1876414,0.2601
Jamaica - Mobile/Special Services,1876416,0.2601
Jamaica - Mobile/Special Services,1876417,0.2601
Jamaica - Mobile/Special Services,1876418,0.2601
Jamaica - Mobile/Special Services,1876419,0.2601
Jamaica - Mobile/Special Services,187642,0.2601
Jamaica - Mobile/Special Services,187643,0.2601
Jamaica - Mobile/Special Services,1876440,0.2601
Jamaica - Mobile/Special Services,1876441,0.2601
Jamaica - Mobile/Special Services,1876442,0.2601
Jamaica - Mobile/Special Services,1876443,0.2601
Jamaica - Mobile/Special Services,1876445,0.2601
Jamaica - Mobile/Special Services,1876446,0.2601
Jamaica - Mobile/Special Services,1876447,0.2601
Jamaica - Mobile/Special Services,1876448,0.2601
Jamaica - Mobile/Special Services,1876449,0.2601
Jamaica - Mobile/Special Services,187645,0.2601
Jamaica - Mobile/Special Services,1876460,0.2601
Jamaica - Mobile/Special Services,1876461,0.2601
Jamaica - Mobile/Special Services,1876462,0.2601
Jamaica - Mobile/Special Services,1876463,0.2601
Jamaica - Mobile/Special Services,1876464,0.2601
Jamaica - Mobile/Special Services,1876465,0.2601
Jamaica - Mobile/Special Services,1876466,0.2601
Jamaica - Mobile/Special Services,1876467,0.2601
Jamaica - Mobile/Special Services,1876468,0.2601
Jamaica - Mobile/Special Services,1876469,0.2601
Jamaica - Mobile/Special Services,1876470,0.2601
Jamaica - Mobile/Special Services,1876471,0.2601
Jamaica - Mobile/Special Services,1876472,0.2601
Jamaica - Mobile/Special Services,1876473,0.2601
Jamaica - Mobile/Special Services,1876474,0.2601
Jamaica - Mobile/Special Services,1876475,0.2601
Jamaica - Mobile/Special Services,1876476,0.2601
Jamaica - Mobile/Special Services,1876477,0.2601
Jamaica - Mobile/Special Services,1876478,0.2601
Jamaica - Mobile/Special Services,1876479,0.2601
Jamaica - Mobile/Special Services,187648,0.2601
Jamaica - Mobile/Special Services,1876495,0.2601
Jamaica - Mobile/Special Services,187653,0.2633
Jamaica - Mobile/Special Services,187654,0.2633
Jamaica - Mobile/Special Services,1876621,0.2606
Jamaica - Mobile/Special Services,1876695,0.2606
Jamaica - Mobile/Special Services,1876696,0.2606
Jamaica - Mobile/Special Services,1876697,0.2606
Jamaica - Mobile/Special Services,1876698,0.2606
Jamaica - Mobile/Special Services,1876699,0.2606
Jamaica - Mobile/Special Services,1876700,0.2633
Jamaica - Mobile/Special Services,1876707,0.2633
Jamaica - Mobile/Special Services,187677,0.2633
Jamaica - Mobile/Special Services,187678,0.2929
Jamaica - Mobile/Special Services,1876781,0.2633
Jamaica - Mobile/Special Services,1876782,0.2633
Jamaica - Mobile/Special Services,1876783,0.2633
Jamaica - Mobile/Special Services,1876784,0.2633
Jamaica - Mobile/Special Services,1876787,0.2633
Jamaica - Mobile/Special Services,1876788,0.2633
Jamaica - Mobile/Special Services,1876789,0.2633
Jamaica - Mobile/Special Services,187679,0.2929
Jamaica - Mobile/Special Services,1876790,0.2633
Jamaica - Mobile/Special Services,1876791,0.2633
Jamaica - Mobile/Special Services,1876792,0.2633
Jamaica - Mobile/Special Services,1876793,0.2633
Jamaica - Mobile/Special Services,1876796,0.2633
Jamaica - Mobile/Special Services,1876797,0.2633
Jamaica - Mobile/Special Services,1876798,0.2633
Jamaica - Mobile/Special Services,1876799,0.2633
Jamaica - Mobile/Special Services,18768,0.2606
Jamaica - Mobile/Special Services,1876804,0.2633
Jamaica - Mobile/Special Services,1876805,0.2633
Jamaica - Mobile/Special Services,1876806,0.2633
Jamaica - Mobile/Special Services,1876807,0.2633
Jamaica - Mobile/Special Services,1876808,0.2633
Jamaica - Mobile/Special Services,1876809,0.2633
Jamaica - Mobile/Special Services,1876810,0.2633
Jamaica - Mobile/Special Services,1876812,0.2633
Jamaica - Mobile/Special Services,1876813,0.2633
Jamaica - Mobile/Special Services,1876814,0.2633
Jamaica - Mobile/Special Services,1876815,0.2633
Jamaica - Mobile/Special Services,1876816,0.2633
Jamaica - Mobile/Special Services,1876817,0.2633
Jamaica - Mobile/Special Services,1876818,0.2633
Jamaica - Mobile/Special Services,1876819,0.2633
Jamaica - Mobile/Special Services,187682,0.2633
Jamaica - Mobile/Special Services,187683,0.2633
Jamaica - Mobile/Special Services,187684,0.2601
Jamaica - Mobile/Special Services,187685,0.2601
Jamaica - Mobile/Special Services,187686,0.2601
Jamaica - Mobile/Special Services,1876870,0.2601
Jamaica - Mobile/Special Services,1876871,0.2601
Jamaica - Mobile/Special Services,1876872,0.2601
Jamaica - Mobile/Special Services,1876873,0.2601
Jamaica - Mobile/Special Services,1876874,0.2601
Jamaica - Mobile/Special Services,1876875,0.2601
Jamaica - Mobile/Special Services,1876877,0.2601
Jamaica - Mobile/Special Services,1876878,0.2601
Jamaica - Mobile/Special Services,1876879,0.2601
Jamaica - Mobile/Special Services,1876880,0.2601
Jamaica - Mobile/Special Services,1876881,0.2601
Jamaica - Mobile/Special Services,1876882,0.2601
Jamaica - Mobile/Special Services,1876883,0.2601
Jamaica - Mobile/Special Services,1876884,0.2601
Jamaica - Mobile/Special Services,1876885,0.2601
Jamaica - Mobile/Special Services,1876886,0.2601
Jamaica - Mobile/Special Services,1876887,0.2601
Jamaica - Mobile/Special Services,1876889,0.2601
Jamaica - Mobile/Special Services,187689,0.2601
Jamaica - Mobile/Special Services,1876909,0.2633
Jamaica - Mobile/Special Services,1876919,0.2633
Jamaica - Mobile/Special Services,1876990,0.2633
Jamaica - Mobile/Special Services,1876995,0.2633
Jamaica - Mobile/Special Services,1876997,0.2633
Jamaica - Mobile/Special Services,1876999,0.2633
Japan,81,0.0305
Japan,8120,0.1677
Japan - Military,813117,0.0305
Japan - Military,816117,0.0305
Japan - Mobile/Special Services,8150,0.0272
Japan - Mobile/Special Services,8170,0.1657
Japan - Mobile/Special Services,8180,0.1657
Japan - Mobile/Special Services,81800,0.1663
Japan - Mobile/Special Services,8190,0.1657
Japan - Osaka,816,0.0272
Japan - Osaka,8160,0.1663
Japan - Tokyo,813,0.0272
Jordan,962,0.0524
Jordan,9627,0.1311
Jordan - Amman,9626,0.0406
Jordan - Mobile/Special Services,96274,0.1444
Jordan - Mobile/Special Services,96277,0.1444
Jordan - Mobile/Special Services,96279,0.1444
Jordan - Mobile/Special Services,96295,0.1311
Jordan - Mobile/Special Services,96296,0.1311
Kazakhstan,730,0.1493
Kazakhstan,731,0.1493
Kazakhstan,731297,0.197
Kazakhstan,731497,0.197
Kazakhstan,731597,0.197
Kazakhstan,731797,0.197
Kazakhstan,731891,0.1625
Kazakhstan,731897,0.197
Kazakhstan,732,0.1493
Kazakhstan,732197,0.197
Kazakhstan,732397,0.197
Kazakhstan,732597,0.197
Kazakhstan,732697,0.197
Kazakhstan,732758,0.1625
Kazakhstan,732797,0.197
Kazakhstan,732799,0.1625
Kazakhstan - Mobile/Special Services,7300,0.1625
Kazakhstan - Mobile/Special Services,731290,0.1625
Kazakhstan - Mobile/Special Services,731291,0.1625
Kazakhstan - Mobile/Special Services,7313,0.197
Kazakhstan - Mobile/Special Services,731390,0.1625
Kazakhstan - Mobile/Special Services,731391,0.1625
Kazakhstan - Mobile/Special Services,731490,0.1625
Kazakhstan - Mobile/Special Services,731491,0.1625
Kazakhstan - Mobile/Special Services,731590,0.1625
Kazakhstan - Mobile/Special Services,731591,0.1625
Kazakhstan - Mobile/Special Services,731790,0.1625
Kazakhstan - Mobile/Special Services,731791,0.1625
Kazakhstan - Mobile/Special Services,731890,0.1625
Kazakhstan - Mobile/Special Services,732190,0.1625
Kazakhstan - Mobile/Special Services,732191,0.1625
Kazakhstan - Mobile/Special Services,732390,0.1625
Kazakhstan - Mobile/Special Services,732391,0.1625
Kazakhstan - Mobile/Special Services,732490,0.1625
Kazakhstan - Mobile/Special Services,732590,0.1625
Kazakhstan - Mobile/Special Services,732591,0.1625
Kazakhstan - Mobile/Special Services,732690,0.1625
Kazakhstan - Mobile/Special Services,732691,0.1625
Kazakhstan - Mobile/Special Services,732790,0.1625
Kazakhstan - Mobile/Special Services,732791,0.1625
Kazakhstan - Mobile/Special Services,733,0.1625
Kazakhstan - Mobile/Special Services,7333,0.1625
Kazakhstan - Mobile/Special Services,7570,0.1625
Kazakhstan - Mobile/Special Services,7571,0.1625
Kazakhstan - Mobile/Special Services,7573,0.1625
Kazakhstan - Mobile/Special Services,7700,0.1625
Kazakhstan - Mobile/Special Services,7705,0.1625
Kenya,254,0.1471
Kenya,25441,0.1677
Kenya - Mobile/Special Services,2547,0.2671
Kenya - Mobile/Special Services,25472,0.3173
Kenya - Mobile/Special Services,25473,0.3173
Kenya - Nairobi,25420,0.0686
Kiribati,686,0.6914
Kiribati - Mobile/Special Services,6860,0.8113
Korea, North,850,0.5239
Korea, South,82,0.0209
Korea, South,822,0.0209
Korea, South - Mobile/Special Services,821,0.0619
Korea, South - Seoul,8220,0.02
Korea, South - Seoul,8221,0.02
Korea, South - Seoul,8222,0.02
Korea, South - Seoul,8223,0.02
Korea, South - Seoul,8224,0.02
Korea, South - Seoul,8225,0.02
Korea, South - Seoul,8226,0.02
Korea, South - Seoul,8227,0.02
Korea, South - Seoul,8228,0.02
Korea, South - Seoul,8229,0.02
Kuwait,965,0.0635
Kuwait - Mobile/Special Services,9656,0.1009
Kuwait - Mobile/Special Services,9657,0.1009
Kuwait - Mobile/Special Services,9658,0.1469
Kuwait - Mobile/Special Services,9659,0.1009
Kyrgyzstan,996,0.1395
Kyrgyzstan,9965,0.1395
Kyrgyzstan - Mobile/Special Services,9963,0.1395
Laos,856,0.0795
Laos - Mobile/Special Services,85620,0.0795
Latvia,371,0.0517
Latvia,3712,0.1885
Latvia,37155,0.1885
Latvia,371556,0.1885
Latvia,371557,0.1885
Latvia,371558,0.1885
Latvia,371559,0.1885
Latvia,37158,0.1885
Latvia,371580,0.1885
Latvia,371581,0.1885
Latvia,371582,0.1885
Latvia,371583,0.1885
Latvia,371584,0.1885
Latvia,371589,0.1885
Latvia,3717,0.0377
Latvia - Mobile/Special Services,37159,0.1885
Latvia - Mobile/Special Services,3716,0.1885
Latvia - Mobile/Special Services,37160,0.1885
Latvia - Mobile/Special Services,37161,0.1885
Latvia - Mobile/Special Services,37162,0.1885
Latvia - Mobile/Special Services,37163,0.1885
Latvia - Mobile/Special Services,37164,0.1885
Latvia - Mobile/Special Services,37165,0.1885
Latvia - Mobile/Special Services,37166,0.1885
Latvia - Mobile/Special Services,37167,0.1885
Latvia - Mobile/Special Services,37168,0.1885
Latvia - Mobile/Special Services,37169,0.1885
Latvia - Mobile/Special Services,3718,0.1885
Latvia - Mobile/Special Services,37182,0.1885
Latvia - Mobile/Special Services,37183,0.1885
Latvia - Mobile/Special Services,371844,0.1885
Latvia - Mobile/Special Services,371845,0.1885
Latvia - Mobile/Special Services,371846,0.1885
Latvia - Mobile/Special Services,371847,0.1885
Latvia - Mobile/Special Services,371848,0.1885
Latvia - Mobile/Special Services,371849,0.1885
Latvia - Mobile/Special Services,37186,0.1885
Latvia - Mobile/Special Services,37187,0.1885
Latvia - Mobile/Special Services,37188,0.1885
Latvia - Mobile/Special Services,3719,0.1885
Latvia - Mobile/Special Services,37191,0.1885
Latvia - Mobile/Special Services,37192,0.1885
Latvia - Mobile/Special Services,37193,0.1885
Latvia - Mobile/Special Services,37194,0.1885
Latvia - Mobile/Special Services,37195,0.1885
Latvia - Mobile/Special Services,37196,0.1885
Latvia - Mobile/Special Services,37197,0.1885
Latvia - Mobile/Special Services,37198,0.1885
Latvia - Mobile/Special Services,37199,0.1885
Lebanon,961,0.1365
Lebanon,96170,0.2614
Lebanon,96171,0.2614
Lebanon - Mobile/Special Services,9613,0.2614
Lesotho,266,0.2872
Lesotho - Mobile/Special Services,2665,0.3669
Lesotho - Mobile/Special Services,2666,0.3669
Liberia,231,0.2714
Liberia - Mobile/Special Services,23103,0.3317
Liberia - Mobile/Special Services,231226,0.3317
Liberia - Mobile/Special Services,231227,0.3317
Liberia - Mobile/Special Services,231228,0.3317
Liberia - Mobile/Special Services,231229,0.3317
Liberia - Mobile/Special Services,23128,0.3317
Liberia - Mobile/Special Services,23133,0.3317
Liberia - Mobile/Special Services,23138,0.3317
Liberia - Mobile/Special Services,23139,0.3317
Liberia - Mobile/Special Services,2314,0.3317
Liberia - Mobile/Special Services,23146,0.2723
Liberia - Mobile/Special Services,23147,0.2723
Liberia - Mobile/Special Services,2315,0.2611
Liberia - Mobile/Special Services,2316,0.3317
Liberia - Mobile/Special Services,23164,0.2723
Liberia - Mobile/Special Services,23165,0.2723
Liberia - Mobile/Special Services,2317,0.2477
Libya,218,0.3131
Libya,21892,0.3478
Libya - Mobile/Special Services,21891,0.3478
Liechtenstein,423,0.0569
Liechtenstein - Mobile/Special Services,4235,0.5631
Liechtenstein - Mobile/Special Services,4236,0.5631
Liechtenstein - Mobile/Special Services,4237,0.5631
Lithuania,370,0.0652
Lithuania - Mobile/Special Services,3702,0.0708
Lithuania - Mobile/Special Services,3706,0.1979
Lithuania - Mobile/Special Services,37079,0.1979
Lithuania - Mobile/Special Services,3708,0.0708
Lithuania - Mobile/Special Services,3709,0.0708
Luxembourg,352,0.0229
Luxembourg,3520621,0.2874
Luxembourg,3520628,0.2874
Luxembourg,3520661,0.2874
Luxembourg,3520668,0.2874
Luxembourg,3520691,0.2874
Luxembourg,3520698,0.2874
Luxembourg,35262,0.2721
Luxembourg,352621,0.2874
Luxembourg,352628,0.2874
Luxembourg,35266,0.2721
Luxembourg,352661,0.2874
Luxembourg,352668,0.2874
Luxembourg,35269,0.2721
Luxembourg,352691,0.2874
Luxembourg,352698,0.2874
Luxembourg - Mobile/Special Services,352021,0.2721
Luxembourg - Mobile/Special Services,352028,0.2721
Luxembourg - Mobile/Special Services,3520291,0.2721
Luxembourg - Mobile/Special Services,352061,0.2721
Luxembourg - Mobile/Special Services,352068,0.2721
Luxembourg - Mobile/Special Services,352091,0.2721
Luxembourg - Mobile/Special Services,352098,0.2721
Luxembourg - Mobile/Special Services,35221,0.2721
Luxembourg - Mobile/Special Services,35228,0.2721
Luxembourg - Mobile/Special Services,352291,0.2874
Luxembourg - Mobile/Special Services,35261,0.2721
Luxembourg - Mobile/Special Services,35268,0.2721
Luxembourg - Mobile/Special Services,35291,0.2721
Luxembourg - Mobile/Special Services,35298,0.2721
Macau,853,0.0626
Macau - Mobile/Special Services,8536,0.0626
Macedonia,389,0.1297
Macedonia,38951,0.3221
Macedonia - Mobile/Special Services,3897,0.3221
Madagascar,261,0.217
Madagascar,26122,0.3474
Madagascar - Mobile/Special Services,2613,0.3474
Madagascar - Mobile/Special Services,2617,0.3474
Malawi,265,0.0554
Malawi - Mobile/Special Services,2658,0.0586
Malawi - Mobile/Special Services,2659,0.0586
Malaysia,60,0.0244
Malaysia - Kuala Lumpur,603,0.0244
Malaysia - Mobile/Special Services,601,0.05
Malaysia - Mobile/Special Services,6012,0.0526
Malaysia - Mobile/Special Services,6013,0.0526
Malaysia - Mobile/Special Services,6016,0.0526
Malaysia - Mobile/Special Services,6017,0.0526
Malaysia - Mobile/Special Services,6019,0.0526
Maldives,960,0.2008
Maldives,9607,0.248
Maldives,9608,0.248
Maldives,9609,0.248
Mali,223,0.2366
Mali,22322,0.2366
Mali,2235,0.3058
Mali,22350,0.3058
Mali,22351,0.3058
Mali,22352,0.3058
Mali,22353,0.3058
Mali,22354,0.3058
Mali,2236,0.3058
Mali - Mobile/Special Services,223277,0.3143
Mali - Mobile/Special Services,2234,0.3178
Mali - Mobile/Special Services,2237,0.3143
Mali - Mobile/Special Services,2239,0.3058
Mali - Mobile/Special Services,22395,0.2872
Mali - Mobile/Special Services,22396,0.2872
Mali - Mobile/Special Services,22397,0.2872
Mali - Mobile/Special Services,22398,0.2872
Mali - Mobile/Special Services,22399,0.2872
Mali - Mobile/Special Services - IKATEL,22360,0.3058
Mali - Mobile/Special Services - IKATEL,22361,0.3058
Mali - Mobile/Special Services - IKATEL,22362,0.3058
Mali - Mobile/Special Services - IKATEL,22363,0.3058
Mali - Mobile/Special Services - IKATEL,22364,0.3058
Mali - Mobile/Special Services - IKATEL,22390,0.3058
Mali - Mobile/Special Services - IKATEL,22391,0.3058
Mali - Mobile/Special Services - IKATEL,22392,0.3058
Mali - Mobile/Special Services - IKATEL,22393,0.3058
Mali - Mobile/Special Services - IKATEL,22394,0.3058
Mali - Mobile/Special Services - MALITEL,22365,0.2872
Mali - Mobile/Special Services - MALITEL,22366,0.2872
Mali - Mobile/Special Services - MALITEL,22367,0.2872
Mali - Mobile/Special Services - MALITEL,22368,0.2872
Mali - Mobile/Special Services - MALITEL,22369,0.2872
Malta,356,0.1107
Malta - Mobile/Special Services,3567,0.3465
Malta - Mobile/Special Services,3569,0.3465
Marshall Islands,692,0.3522
Mauritania,222,0.2607
Mauritius,230,0.2146
Mauritius - Mobile/Special Services,23025,0.2282
Mauritius - Mobile/Special Services,230421,0.2282
Mauritius - Mobile/Special Services,230422,0.2282
Mauritius - Mobile/Special Services,230423,0.2282
Mauritius - Mobile/Special Services,23049,0.2282
Mauritius - Mobile/Special Services,23072,0.2282
Mauritius - Mobile/Special Services,23073,0.2282
Mauritius - Mobile/Special Services,23075,0.2282
Mauritius - Mobile/Special Services,23076,0.2282
Mauritius - Mobile/Special Services,23077,0.2282
Mauritius - Mobile/Special Services,23078,0.2282
Mauritius - Mobile/Special Services,23079,0.2282
Mayotte Island,26960,0.2164
Mayotte Island,26961,0.2164
Mayotte Island,26962,0.2164
Mayotte Island,26963,0.2164
Mayotte Island,26964,0.2164
Mayotte Island - Mobile/Special Services,26965,0.377
Mayotte Island - Mobile/Special Services,26966,0.377
Mayotte Island - Mobile/Special Services,26967,0.377
Mayotte Island - Mobile/Special Services,26968,0.377
Mayotte Island - Mobile/Special Services,26969,0.377
Mexico,52,0.1104
Mexico,52241,0.1106
Mexico,52243,0.1106
Mexico,52244,0.1106
Mexico,52246,0.1106
Mexico,52288,0.0352
Mexico,52294,0.1106
Mexico,52313,0.1106
Mexico,52323,0.1106
Mexico,52353,0.1106
Mexico,52434,0.1106
Mexico,52445,0.1106
Mexico,52468,0.1106
Mexico,52487,0.1106
Mexico,52488,0.1106
Mexico,52498,0.1106
Mexico,52597,0.0352
Mexico,52615,0.1106
Mexico,52616,0.1106
Mexico,52623,0.0352
Mexico,52625,0.1106
Mexico,52634,0.1106
Mexico,52636,0.1106
Mexico,52637,0.1106
Mexico,52638,0.1106
Mexico,52647,0.1106
Mexico,52648,0.1106
Mexico,52667,0.1106
Mexico,52673,0.1106
Mexico,52674,0.1106
Mexico,52687,0.1106
Mexico,52712,0.1106
Mexico,52734,0.1106
Mexico,52741,0.1106
Mexico,52742,0.1106
Mexico,52753,0.1106
Mexico,52767,0.1106
Mexico,52772,0.1106
Mexico,5281,0.02
Mexico,52811,0.0254
Mexico,52812,0.0254
Mexico,52813,0.0254
Mexico,52814,0.0254
Mexico,52815,0.0254
Mexico,52816,0.0254
Mexico,52817,0.0254
Mexico,52819,0.0254
Mexico,52821,0.1106
Mexico,52826,0.1106
Mexico,52836,0.1106
Mexico,52862,0.1106
Mexico,52962,0.1106
Mexico,52997,0.1106
Mexico - Acapulco ,52744,0.0362
Mexico - Aguascalientes ,52449,0.0259
Mexico - Celaya ,52461,0.0266
Mexico - Chihuahua ,52614,0.0318
Mexico - Cuernavaca ,52777,0.0259
Mexico - Cuidad Juarez ,52656,0.0339
Mexico - Guadalajara ,5233,0.02
Mexico - Irapuato ,52462,0.0277
Mexico - Leon ,52477,0.0214
Mexico - Mexico City ,5255,0.02
Mexico - Mexico City Cellular ,525510,0.0254
Mexico - Mexico City Cellular ,525511,0.0254
Mexico - Mexico City Cellular ,525512,0.0254
Mexico - Mexico City Cellular ,525514,0.0254
Mexico - Mexico City Cellular ,525519,0.0254
Mexico - Mexico City Cellular ,525521,0.0254
Mexico - Mexico City Cellular ,525522,0.0254
Mexico - Mexico City Cellular ,525525,0.0254
Mexico - Mexico City Cellular ,525526,0.0254
Mexico - Mexico City Cellular ,525530,0.0254
Mexico - Mexico City Cellular ,525531,0.0254
Mexico - Mexico City Cellular ,525550,0.0254
Mexico - Mexico City Cellular ,525551,0.0254
Mexico - Mexico City Cellular ,525552,0.0254
Mexico - Mexico City Cellular ,525553,0.0254
Mexico - Mexico City Cellular ,525554,0.0254
Mexico - Mexico City Cellular ,525555,0.0254
Mexico - Mexico City Cellular ,525558,0.0254
Mexico - Mexico City Cellular ,525559,0.0254
Mexico - Mexico City Cellular ,525585,0.0254
Mexico - Mexico City Cellular ,525591,0.0254
Mexico - Mexico City Cellular ,528110,0.0254
Mexico - Mexico City Cellular ,528180,0.0254
Mexico - Mexico City Cellular ,528181,0.0254
Mexico - Mexico City Cellular ,528182,0.0254
Mexico - Mexico City Cellular ,528183,0.0254
Mexico - Mexico City Cellular ,528184,0.0254
Mexico - Mexico City Cellular ,528186,0.0254
Mexico - Mexico City Cellular ,528187,0.0254
Mexico - Monterey ,52810,0.0254
Mexico - Monterey ,528185,0.0254
Mexico - Monterey ,528188,0.0254
Mexico - Monterey ,528189,0.0254
Mexico - Puebla ,52222,0.0205
Mexico - Queretaro ,52442,0.0229
Mexico - San Luis Potisi ,52444,0.0247
Mexico - Tepatitlan ,52378,0.0342
Mexico - Tijuana ,52664,0.0297
Mexico - Torreon ,52871,0.0267
Mexico Mobile/Special Services,521,0.3186
Mexico Mobile/Special Services,521222,0.286
Mexico Mobile/Special Services,521228,0.286
Mexico Mobile/Special Services,521229,0.286
Mexico Mobile/Special Services,521231,0.286
Mexico Mobile/Special Services,521232,0.286
Mexico Mobile/Special Services,521238,0.286
Mexico Mobile/Special Services,521271,0.286
Mexico Mobile/Special Services,521272,0.286
Mexico Mobile/Special Services,521284,0.286
Mexico Mobile/Special Services,521287,0.286
Mexico Mobile/Special Services,521288,0.286
Mexico Mobile/Special Services,521311,0.286
Mexico Mobile/Special Services,521312,0.286
Mexico Mobile/Special Services,521314,0.286
Mexico Mobile/Special Services,521317,0.286
Mexico Mobile/Special Services,521322,0.286
Mexico Mobile/Special Services,521324,0.286
Mexico Mobile/Special Services,521325,0.286
Mexico Mobile/Special Services,52133,0.2334
Mexico Mobile/Special Services,521341,0.286
Mexico Mobile/Special Services,521351,0.286
Mexico Mobile/Special Services,521352,0.286
Mexico Mobile/Special Services,521354,0.286
Mexico Mobile/Special Services,521356,0.286
Mexico Mobile/Special Services,521374,0.286
Mexico Mobile/Special Services,521378,0.286
Mexico Mobile/Special Services,521381,0.286
Mexico Mobile/Special Services,521384,0.286
Mexico Mobile/Special Services,521389,0.286
Mexico Mobile/Special Services,521392,0.286
Mexico Mobile/Special Services,521393,0.286
Mexico Mobile/Special Services,521415,0.286
Mexico Mobile/Special Services,521427,0.286
Mexico Mobile/Special Services,521435,0.286
Mexico Mobile/Special Services,521436,0.286
Mexico Mobile/Special Services,521438,0.286
Mexico Mobile/Special Services,521442,0.286
Mexico Mobile/Special Services,521443,0.286
Mexico Mobile/Special Services,521444,0.286
Mexico Mobile/Special Services,521449,0.286
Mexico Mobile/Special Services,521451,0.286
Mexico Mobile/Special Services,521452,0.286
Mexico Mobile/Special Services,521453,0.286
Mexico Mobile/Special Services,521461,0.286
Mexico Mobile/Special Services,521462,0.286
Mexico Mobile/Special Services,521463,0.286
Mexico Mobile/Special Services,521464,0.286
Mexico Mobile/Special Services,521466,0.286
Mexico Mobile/Special Services,521469,0.286
Mexico Mobile/Special Services,521472,0.286
Mexico Mobile/Special Services,521473,0.286
Mexico Mobile/Special Services,521474,0.286
Mexico Mobile/Special Services,521475,0.286
Mexico Mobile/Special Services,521477,0.286
Mexico Mobile/Special Services,521481,0.286
Mexico Mobile/Special Services,521492,0.286
Mexico Mobile/Special Services,521493,0.286
Mexico Mobile/Special Services,521494,0.286
Mexico Mobile/Special Services,52155,0.2334
Mexico Mobile/Special Services,5215510,0.2334
Mexico Mobile/Special Services,5215511,0.2334
Mexico Mobile/Special Services,5215512,0.2334
Mexico Mobile/Special Services,5215514,0.2334
Mexico Mobile/Special Services,5215519,0.2334
Mexico Mobile/Special Services,5215521,0.2334
Mexico Mobile/Special Services,5215522,0.2334
Mexico Mobile/Special Services,5215525,0.2334
Mexico Mobile/Special Services,5215526,0.2334
Mexico Mobile/Special Services,5215530,0.2334
Mexico Mobile/Special Services,5215531,0.2334
Mexico Mobile/Special Services,5215550,0.2334
Mexico Mobile/Special Services,5215551,0.2334
Mexico Mobile/Special Services,5215552,0.2334
Mexico Mobile/Special Services,5215553,0.2334
Mexico Mobile/Special Services,5215554,0.2334
Mexico Mobile/Special Services,5215555,0.2334
Mexico Mobile/Special Services,5215558,0.2334
Mexico Mobile/Special Services,5215559,0.2334
Mexico Mobile/Special Services,5215585,0.2334
Mexico Mobile/Special Services,5215591,0.2334
Mexico Mobile/Special Services,521591,0.286
Mexico Mobile/Special Services,521595,0.286
Mexico Mobile/Special Services,521597,0.286
Mexico Mobile/Special Services,521612,0.286
Mexico Mobile/Special Services,521613,0.286
Mexico Mobile/Special Services,521614,0.286
Mexico Mobile/Special Services,521618,0.286
Mexico Mobile/Special Services,521622,0.286
Mexico Mobile/Special Services,521623,0.286
Mexico Mobile/Special Services,521624,0.286
Mexico Mobile/Special Services,521626,0.286
Mexico Mobile/Special Services,521627,0.286
Mexico Mobile/Special Services,521631,0.286
Mexico Mobile/Special Services,521632,0.286
Mexico Mobile/Special Services,521633,0.286
Mexico Mobile/Special Services,521639,0.286
Mexico Mobile/Special Services,521641,0.286
Mexico Mobile/Special Services,521642,0.286
Mexico Mobile/Special Services,521644,0.286
Mexico Mobile/Special Services,521645,0.286
Mexico Mobile/Special Services,521646,0.286
Mexico Mobile/Special Services,521653,0.286
Mexico Mobile/Special Services,521656,0.286
